Type,SpecifiedButton,Pressed,TimePressed
Absolute,JOYSTICK_RIGHT,DOWN_LEFT,10:13:54.972810
Absolute,JOYSTICK_LEFT,LEFT,10:13:55.004729
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:13:55.053847
Key,BTN_TR,1,10:13:55.172892
Absolute,TRIGGER_RIGHT,PUSHED,10:13:55.620892
Absolute,DPAD_DOWN,1,10:13:55.657950
Absolute,DPAD_DOWN,0,10:13:55.680890
Absolute,DPAD_DOWN,1,10:13:55.828886
Absolute,DPAD_DOWN,0,10:13:55.856618
Key,BTN_TL,1,10:13:55.984905
Key,BTN_TL,0,10:13:56.100895
Absolute,JOYSTICK_LEFT,UP_LEFT,10:13:56.376911
Absolute,JOYSTICK_RIGHT,UP,10:13:56.784743
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:13:56.908743
Absolute,JOYSTICK_LEFT,UP,10:13:57.101764
Key,BTN_TL,1,10:13:57.192771
Key,BTN_TL,0,10:13:57.273946
Absolute,JOYSTICK_LEFT,UP_LEFT,10:13:57.304910
Absolute,TRIGGER_LEFT,PUSHED,10:13:57.408997
Absolute,JOYSTICK_LEFT,LEFT,10:13:57.473740
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:13:57.708866
Absolute,JOYSTICK_LEFT,DOWN,10:13:57.844914
Absolute,TRIGGER_LEFT,NEUTRAL,10:13:58.016892
Key,BTN_TR,0,10:13:58.241681
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:13:58.976870
Absolute,JOYSTICK_LEFT,LEFT,10:13:59.428896
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:13:59.852866
Absolute,JOYSTICK_LEFT,DOWN,10:13:59.928867
Absolute,JOYSTICK_RIGHT,DOWN,10:14:00.596870
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:00.680888
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:00.888868
Absolute,JOYSTICK_LEFT,LEFT,10:14:01.300868
Key,BTN_TL,1,10:14:01.828870
Key,BTN_TR,1,10:14:01.865938
Key,BTN_TL,0,10:14:01.908869
Absolute,TRIGGER_LEFT,PUSHED,10:14:02.020886
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:02.072817
Absolute,JOYSTICK_LEFT,DOWN,10:14:02.152909
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:02.572710
Absolute,JOYSTICK_LEFT,LEFT,10:14:02.612874
Absolute,JOYSTICK_RIGHT,UP,10:14:02.692939
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:02.732876
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:02.848783
Absolute,JOYSTICK_LEFT,UP,10:14:02.884746
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:03.276876
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:03.396887
Absolute,JOYSTICK_LEFT,LEFT,10:14:03.440860
Absolute,TRIGGER_LEFT,PUSHED,10:14:03.468890
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:03.612881
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:03.696889
Absolute,JOYSTICK_LEFT,DOWN,10:14:03.728893
Key,BTN_TR,0,10:14:03.732889
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:03.772877
Absolute,JOYSTICK_LEFT,DOWN,10:14:03.820824
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:03.824748
Absolute,JOYSTICK_LEFT,LEFT,10:14:03.923298
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:04.136654
Absolute,JOYSTICK_LEFT,UP,10:14:04.204372
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:04.808903
Key,BTN_SOUTH,1,10:14:04.880888
Absolute,JOYSTICK_LEFT,LEFT,10:14:04.940874
Key,BTN_SOUTH,0,10:14:05.000882
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:05.412874
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:05.440958
Key,BTN_EAST,1,10:14:05.449995
Key,BTN_SOUTH,1,10:14:05.532889
Key,BTN_EAST,0,10:14:05.540875
Key,BTN_SOUTH,0,10:14:05.668898
Absolute,JOYSTICK_LEFT,DOWN,10:14:05.936913
Key,BTN_SOUTH,1,10:14:05.952884
Key,BTN_TL,1,10:14:05.956881
Key,BTN_SOUTH,0,10:14:06.052890
Key,BTN_TL,0,10:14:06.060902
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:06.196889
Absolute,TRIGGER_RIGHT,PUSHED,10:14:06.260885
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:06.316879
Key,BTN_EAST,1,10:14:06.429826
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:06.468890
Key,BTN_EAST,0,10:14:06.513759
Key,BTN_SOUTH,1,10:14:06.524900
Key,BTN_SOUTH,0,10:14:06.656857
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:07.221481
Absolute,JOYSTICK_RIGHT,UP_RIGHT,10:14:07.244884
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:07.477841
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:07.528897
Key,BTN_EAST,1,10:14:07.568878
Key,BTN_EAST,0,10:14:07.656793
Key,BTN_SOUTH,1,10:14:07.660929
Key,BTN_SOUTH,0,10:14:07.776875
Key,BTN_NORTH,1,10:14:08.248889
Key,BTN_NORTH,0,10:14:08.372890
Absolute,TRIGGER_RIGHT,PUSHED,10:14:08.492983
Absolute,JOYSTICK_LEFT,LEFT,10:14:08.552883
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:09.152899
Absolute,TRIGGER_RIGHT,PUSHED,10:14:09.252899
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:09.364895
Absolute,TRIGGER_RIGHT,PUSHED,10:14:09.432894
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:11.160896
Absolute,JOYSTICK_RIGHT,DOWN,10:14:11.200909
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:11.252927
Absolute,JOYSTICK_LEFT,DOWN,10:14:11.720911
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:11.744896
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:11.768896
Absolute,JOYSTICK_RIGHT,DOWN,10:14:11.957956
Absolute,JOYSTICK_RIGHT,DOWN_LEFT,10:14:12.009818
Absolute,JOYSTICK_RIGHT,LEFT,10:14:12.040778
Absolute,JOYSTICK_RIGHT,UP_LEFT,10:14:12.124840
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:12.212918
Absolute,TRIGGER_RIGHT,PUSHED,10:14:12.328817
Absolute,JOYSTICK_LEFT,LEFT,10:14:12.592933
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:12.860897
Absolute,JOYSTICK_RIGHT,DOWN,10:14:13.240896
Absolute,JOYSTICK_RIGHT,DOWN_RIGHT,10:14:13.316899
Absolute,JOYSTICK_RIGHT,RIGHT,10:14:13.340937
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:13.488943
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:13.900911
Absolute,TRIGGER_LEFT,PUSHED,10:14:13.916902
Absolute,TRIGGER_RIGHT,PUSHED,10:14:14.120892
Absolute,JOYSTICK_LEFT,LEFT,10:14:14.240957
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:14.544904
Absolute,JOYSTICK_LEFT,DOWN,10:14:14.781001
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:15.332953
Key,BTN_EAST,1,10:14:15.520894
Key,BTN_TR,1,10:14:15.549787
Key,BTN_EAST,0,10:14:15.692905
Key,BTN_TL,1,10:14:15.928911
Key,BTN_TL,0,10:14:15.992939
Absolute,TRIGGER_LEFT,PUSHED,10:14:16.116904
Absolute,JOYSTICK_RIGHT,DOWN_RIGHT,10:14:16.412894
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:16.488908
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:16.512909
Absolute,JOYSTICK_LEFT,LEFT,10:14:16.576896
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:16.820776
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:17.116840
Key,BTN_TL,1,10:14:17.376931
Absolute,JOYSTICK_LEFT,DOWN,10:14:17.452891
Key,BTN_TL,0,10:14:17.460887
Key,BTN_TR,0,10:14:17.516896
Key,BTN_TR,1,10:14:17.524899
Key,BTN_TR,0,10:14:17.600909
Absolute,TRIGGER_LEFT,PUSHED,10:14:17.615373
Absolute,JOYSTICK_RIGHT,RIGHT,10:14:17.916914
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:18.012924
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:18.164923
Key,BTN_TL,1,10:14:18.321937
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:18.384919
Key,BTN_TL,0,10:14:18.400901
Absolute,JOYSTICK_LEFT,LEFT,10:14:18.440932
Key,BTN_SOUTH,1,10:14:18.464923
Key,BTN_SOUTH,0,10:14:18.592908
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:18.596812
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:18.696842
Absolute,JOYSTICK_LEFT,RIGHT,10:14:18.753818
Absolute,TRIGGER_LEFT,PUSHED,10:14:18.792911
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:18.916916
Absolute,JOYSTICK_LEFT,DOWN_RIGHT,10:14:19.112909
Absolute,JOYSTICK_LEFT,DOWN,10:14:19.564929
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:20.892906
Key,BTN_SOUTH,1,10:14:20.900899
Absolute,JOYSTICK_LEFT,LEFT,10:14:20.910982
Absolute,TRIGGER_LEFT,PUSHED,10:14:20.920908
Key,BTN_SOUTH,0,10:14:21.040915
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:21.312925
Absolute,JOYSTICK_LEFT,UP,10:14:21.460934
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:22.036907
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:22.076771
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:22.500958
Key,BTN_SOUTH,1,10:14:22.785882
Key,BTN_SOUTH,0,10:14:22.840908
Key,BTN_SOUTH,1,10:14:22.936733
Key,BTN_SOUTH,0,10:14:23.016887
Key,BTN_SOUTH,1,10:14:23.085959
Key,BTN_SOUTH,0,10:14:23.168907
Key,BTN_SOUTH,1,10:14:23.241996
Key,BTN_SOUTH,0,10:14:23.324904
Absolute,JOYSTICK_LEFT,LEFT,10:14:23.412918
Absolute,TRIGGER_RIGHT,PUSHED,10:14:23.824900
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:23.856900
Absolute,JOYSTICK_LEFT,DOWN,10:14:23.900902
Absolute,TRIGGER_LEFT,PUSHED,10:14:23.964908
Absolute,JOYSTICK_LEFT,DOWN_RIGHT,10:14:24.020901
Absolute,JOYSTICK_LEFT,RIGHT,10:14:24.184969
Absolute,JOYSTICK_LEFT,DOWN_RIGHT,10:14:24.360907
Absolute,JOYSTICK_LEFT,UP,10:14:24.744923
Key,BTN_SOUTH,1,10:14:25.256930
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:25.260907
Key,BTN_SOUTH,0,10:14:25.352927
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:25.356919
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:25.908905
Absolute,JOYSTICK_LEFT,DOWN,10:14:25.964904
Absolute,JOYSTICK_LEFT,DOWN_RIGHT,10:14:26.200847
Absolute,JOYSTICK_LEFT,RIGHT,10:14:26.492923
Key,BTN_SOUTH,1,10:14:26.504930
Key,BTN_SOUTH,0,10:14:26.612790
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:26.837984
Absolute,JOYSTICK_LEFT,LEFT,10:14:26.980913
Key,BTN_SOUTH,1,10:14:27.152927
Key,BTN_SOUTH,0,10:14:27.316974
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:27.572814
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:27.760922
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:27.884925
Key,BTN_EAST,1,10:14:27.908912
Absolute,JOYSTICK_LEFT,DOWN,10:14:27.944969
Key,BTN_SOUTH,1,10:14:27.972916
Key,BTN_EAST,0,10:14:27.976915
Absolute,JOYSTICK_LEFT,DOWN_RIGHT,10:14:28.034953
Key,BTN_SOUTH,0,10:14:28.096939
Key,BTN_TL,1,10:14:28.240887
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:28.256917
Key,BTN_TL,0,10:14:28.364920
Key,BTN_SOUTH,1,10:14:28.785838
Key,BTN_TL,1,10:14:28.800807
Absolute,JOYSTICK_LEFT,DOWN,10:14:28.892910
Key,BTN_SOUTH,0,10:14:28.896917
Key,BTN_TL,0,10:14:28.900911
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:29.744957
Absolute,JOYSTICK_RIGHT,DOWN,10:14:30.016267
Absolute,JOYSTICK_RIGHT,DOWN_LEFT,10:14:30.080879
Absolute,JOYSTICK_RIGHT,LEFT,10:14:30.113052
Absolute,JOYSTICK_LEFT,DOWN,10:14:30.113052
Absolute,JOYSTICK_RIGHT,UP_LEFT,10:14:30.196924
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:30.208904
Key,BTN_NORTH,1,10:14:30.392843
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:30.408908
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:30.456928
Key,BTN_NORTH,0,10:14:30.512935
Absolute,DPAD_RIGHT,1,10:14:30.521964
Absolute,DPAD_RIGHT,0,10:14:30.588935
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:30.808927
Absolute,TRIGGER_RIGHT,PUSHED,10:14:30.953917
Absolute,JOYSTICK_LEFT,LEFT,10:14:31.020898
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:31.332787
Absolute,DPAD_RIGHT,1,10:14:31.520929
Absolute,JOYSTICK_LEFT,LEFT,10:14:31.536929
Absolute,DPAD_RIGHT,0,10:14:31.644918
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:33.516925
Absolute,JOYSTICK_RIGHT,UP_RIGHT,10:14:33.628919
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:33.652751
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:34.240874
Absolute,JOYSTICK_LEFT,UP,10:14:34.252935
Key,BTN_EAST,1,10:14:34.324849
Key,BTN_SOUTH,1,10:14:34.412925
Key,BTN_EAST,0,10:14:34.416934
Key,BTN_SOUTH,0,10:14:34.524968
Key,BTN_TL,1,10:14:35.080939
Absolute,JOYSTICK_RIGHT,LEFT,10:14:35.088931
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:35.372965
Key,BTN_TL,0,10:14:35.432919
Absolute,TRIGGER_RIGHT,PUSHED,10:14:35.484939
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:35.500931
Absolute,TRIGGER_LEFT,PUSHED,10:14:35.528934
Absolute,JOYSTICK_LEFT,UP,10:14:35.533059
Absolute,JOYSTICK_LEFT,UP_RIGHT,10:14:35.748929
Absolute,JOYSTICK_LEFT,RIGHT,10:14:35.828415
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:35.852933
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:35.876937
Absolute,JOYSTICK_LEFT,DOWN_RIGHT,10:14:35.936956
Absolute,JOYSTICK_LEFT,DOWN,10:14:35.996923
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:36.085012
Absolute,JOYSTICK_LEFT,LEFT,10:14:36.432799
Absolute,JOYSTICK_RIGHT,DOWN_LEFT,10:14:36.440926
Absolute,JOYSTICK_RIGHT,LEFT,10:14:36.508840
Absolute,JOYSTICK_RIGHT,UP_LEFT,10:14:36.656292
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:36.696924
Key,BTN_TL,1,10:14:37.304923
Absolute,JOYSTICK_RIGHT,UP,10:14:37.316900
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:37.460825
Absolute,JOYSTICK_LEFT,UP,10:14:37.512889
Key,BTN_TL,0,10:14:37.544876
Absolute,TRIGGER_LEFT,PUSHED,10:14:37.632828
Absolute,TRIGGER_RIGHT,PUSHED,10:14:37.652924
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:37.664927
Absolute,JOYSTICK_LEFT,UP_RIGHT,10:14:37.912926
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:37.936925
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:37.996953
Absolute,JOYSTICK_RIGHT,RIGHT,10:14:38.336928
Absolute,JOYSTICK_RIGHT,UP_RIGHT,10:14:38.386973
Absolute,JOYSTICK_RIGHT,UP,10:14:38.416939
Absolute,JOYSTICK_LEFT,UP,10:14:38.436932
Absolute,JOYSTICK_RIGHT,UP_LEFT,10:14:38.456943
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:38.580812
Key,BTN_TR,1,10:14:38.980926
Key,BTN_EAST,1,10:14:38.984917
Key,BTN_EAST,0,10:14:39.172943
Key,BTN_TR,0,10:14:39.188935
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:40.016934
Key,BTN_TR,1,10:14:40.580931
Key,BTN_TL,1,10:14:40.584935
Absolute,JOYSTICK_LEFT,UP,10:14:40.604931
Key,BTN_TR,0,10:14:40.700947
Key,BTN_TL,0,10:14:40.704945
Key,BTN_TR,1,10:14:40.784949
Key,BTN_TL,1,10:14:40.804920
Key,BTN_TR,0,10:14:40.888921
Key,BTN_TL,0,10:14:40.896944
Key,BTN_TR,1,10:14:40.972909
Key,BTN_TL,1,10:14:40.988928
Key,BTN_TR,0,10:14:41.040917
Key,BTN_TL,0,10:14:41.060995
Key,BTN_TR,1,10:14:41.148837
Key,BTN_TL,1,10:14:41.164495
Key,BTN_TL,0,10:14:41.236920
Key,BTN_TR,0,10:14:41.241011
Key,BTN_TR,1,10:14:41.332853
Key,BTN_TL,1,10:14:41.340954
Key,BTN_TR,0,10:14:41.428941
Key,BTN_TL,0,10:14:41.432779
Key,BTN_TL,1,10:14:41.516962
Key,BTN_TL,0,10:14:41.632814
Absolute,JOYSTICK_RIGHT,LEFT,10:14:41.649925
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:41.684886
Absolute,JOYSTICK_RIGHT,DOWN_LEFT,10:14:41.736961
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:41.768878
Absolute,DPAD_DOWN,1,10:14:41.831653
Absolute,DPAD_DOWN,0,10:14:41.920800
Absolute,DPAD_DOWN,1,10:14:42.113962
Absolute,DPAD_DOWN,0,10:14:42.160795
Absolute,DPAD_DOWN,1,10:14:42.449887
Absolute,DPAD_DOWN,0,10:14:42.508992
Absolute,DPAD_DOWN,1,10:14:42.593005
Absolute,DPAD_DOWN,0,10:14:42.680399
Absolute,DPAD_DOWN,1,10:14:42.765869
Absolute,DPAD_DOWN,0,10:14:42.852935
Absolute,DPAD_DOWN,1,10:14:42.933024
Absolute,DPAD_DOWN,0,10:14:43.001766
Key,BTN_TR,1,10:14:43.192976
Absolute,JOYSTICK_LEFT,LEFT,10:14:43.268935
Key,BTN_TL,1,10:14:43.856961
Key,BTN_TL,0,10:14:43.948804
Absolute,TRIGGER_RIGHT,PUSHED,10:14:45.140944
Key,BTN_EAST,1,10:14:45.168951
Key,BTN_EAST,0,10:14:45.256938
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:45.328968
Key,BTN_TR,0,10:14:45.328968
Key,BTN_TL,1,10:14:45.420908
Key,BTN_TL,0,10:14:45.485921
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:45.504973
Key,BTN_TR,1,10:14:45.649047
Absolute,JOYSTICK_LEFT,DOWN,10:14:45.752818
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:45.980937
Absolute,JOYSTICK_RIGHT,DOWN_RIGHT,10:14:45.980937
Absolute,JOYSTICK_LEFT,LEFT,10:14:46.000986
Absolute,JOYSTICK_RIGHT,DOWN,10:14:46.040937
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:46.100948
Absolute,JOYSTICK_RIGHT,DOWN_LEFT,10:14:46.392956
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:46.420939
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:46.492932
Absolute,JOYSTICK_LEFT,UP,10:14:46.814056
Absolute,TRIGGER_LEFT,PUSHED,10:14:47.332934
Absolute,JOYSTICK_LEFT,UP_RIGHT,10:14:47.556897
Absolute,JOYSTICK_LEFT,RIGHT,10:14:47.652937
Absolute,JOYSTICK_RIGHT,RIGHT,10:14:47.668939
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:47.764948
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:47.796652
Absolute,JOYSTICK_LEFT,LEFT,10:14:48.020819
Key,BTN_EAST,1,10:14:48.512863
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:48.604874
Key,BTN_EAST,0,10:14:48.620857
Key,BTN_TR,0,10:14:48.717893
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:48.752901
Absolute,TRIGGER_LEFT,PUSHED,10:14:48.888960
Absolute,JOYSTICK_LEFT,DOWN,10:14:48.940937
Absolute,JOYSTICK_LEFT,DOWN_RIGHT,10:14:49.252945
Absolute,JOYSTICK_LEFT,RIGHT,10:14:49.484941
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:49.648944
Absolute,TRIGGER_LEFT,PUSHED,10:14:50.532992
Absolute,JOYSTICK_LEFT,DOWN_RIGHT,10:14:50.860948
Absolute,JOYSTICK_LEFT,RIGHT,10:14:51.172962
Absolute,JOYSTICK_LEFT,UP_RIGHT,10:14:51.516933
Absolute,JOYSTICK_LEFT,UP,10:14:51.660947
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:51.732957
Absolute,JOYSTICK_LEFT,LEFT,10:14:51.812827
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:51.864947
Key,BTN_SOUTH,1,10:14:51.924946
Key,BTN_SOUTH,0,10:14:52.056988
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:52.440968
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:52.512334
Key,BTN_TL,1,10:14:52.764948
Absolute,JOYSTICK_LEFT,LEFT,10:14:52.796955
Key,BTN_TL,0,10:14:52.880958
Key,BTN_SOUTH,1,10:14:53.468840
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:53.556950
Key,BTN_SOUTH,0,10:14:53.572956
Key,BTN_SOUTH,1,10:14:53.645832
Key,BTN_SOUTH,0,10:14:53.732994
Key,BTN_SOUTH,1,10:14:53.848812
Key,BTN_SOUTH,0,10:14:53.924934
Absolute,JOYSTICK_LEFT,LEFT,10:14:54.104964
Absolute,TRIGGER_RIGHT,PUSHED,10:14:54.220964
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:54.656953
Absolute,TRIGGER_LEFT,PUSHED,10:14:54.664959
Absolute,JOYSTICK_RIGHT,UP,10:14:54.668952
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:14:54.796965
Absolute,JOYSTICK_LEFT,DOWN,10:14:55.104942
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:55.384957
Absolute,JOYSTICK_LEFT,DOWN_RIGHT,10:14:56.092962
Key,BTN_WEST,1,10:14:56.712873
Key,BTN_WEST,0,10:14:56.808968
Absolute,JOYSTICK_LEFT,NEUTRAL,10:14:56.840967
Key,BTN_TL,1,10:14:56.852965
Absolute,JOYSTICK_LEFT,LEFT,10:14:56.904967
Key,BTN_TL,0,10:14:56.948905
Key,BTN_TR,1,10:14:57.016995
Key,BTN_TR,0,10:14:57.128872
Key,BTN_SOUTH,1,10:14:57.144967
Key,BTN_SOUTH,0,10:14:57.260980
Key,BTN_SOUTH,1,10:14:57.332951
Key,BTN_SOUTH,0,10:14:57.429020
Key,BTN_SOUTH,1,10:14:57.497011
Key,BTN_SOUTH,0,10:14:57.584984
Key,BTN_SOUTH,1,10:14:57.656960
Key,BTN_SOUTH,0,10:14:57.732967
Key,BTN_TL,1,10:14:57.944956
Key,BTN_TL,0,10:14:58.000972
Absolute,TRIGGER_LEFT,PUSHED,10:14:58.128870
Absolute,TRIGGER_LEFT,NEUTRAL,10:14:58.464957
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:14:58.508905
Key,BTN_SOUTH,1,10:14:58.844976
Key,BTN_SOUTH,0,10:14:58.960955
Absolute,TRIGGER_RIGHT,NEUTRAL,10:14:59.780973
Absolute,JOYSTICK_LEFT,LEFT,10:14:59.868959
Key,BTN_NORTH,1,10:14:59.988972
Absolute,JOYSTICK_LEFT,UP_LEFT,10:14:59.992968
Key,BTN_NORTH,0,10:15:00.120926
Absolute,TRIGGER_RIGHT,PUSHED,10:15:00.380933
Absolute,JOYSTICK_LEFT,LEFT,10:15:00.972959
Key,BTN_SOUTH,1,10:15:01.001003
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:15:01.064971
Key,BTN_SOUTH,0,10:15:01.124980
Absolute,JOYSTICK_LEFT,LEFT,10:15:01.240979
Absolute,TRIGGER_RIGHT,NEUTRAL,10:15:01.924957
Key,BTN_SOUTH,1,10:15:02.149126
Key,BTN_TL,1,10:15:02.160878
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:15:02.164934
Key,BTN_SOUTH,0,10:15:02.252975
Key,BTN_TL,0,10:15:02.264974
Absolute,JOYSTICK_LEFT,DOWN,10:15:02.340971
Absolute,JOYSTICK_LEFT,NEUTRAL,10:15:02.596975
Absolute,JOYSTICK_LEFT,LEFT,10:15:02.800964
Absolute,JOYSTICK_LEFT,UP_LEFT,10:15:03.817124
Absolute,JOYSTICK_LEFT,UP_RIGHT,10:15:03.876973
Absolute,JOYSTICK_LEFT,UP,10:15:04.064999
Key,BTN_NORTH,1,10:15:04.116965
Absolute,JOYSTICK_LEFT,UP_LEFT,10:15:04.244971
Key,BTN_NORTH,0,10:15:04.292831
Absolute,JOYSTICK_LEFT,LEFT,10:15:04.540977
Absolute,TRIGGER_RIGHT,PUSHED,10:15:04.544959
Absolute,TRIGGER_RIGHT,NEUTRAL,10:15:05.224984
Absolute,TRIGGER_RIGHT,PUSHED,10:15:05.335982
Absolute,TRIGGER_RIGHT,NEUTRAL,10:15:05.472977
Absolute,TRIGGER_RIGHT,PUSHED,10:15:05.536989
Absolute,TRIGGER_RIGHT,NEUTRAL,10:15:08.308991
Key,BTN_EAST,1,10:15:08.608848
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:15:08.632884
Key,BTN_EAST,0,10:15:08.792908
Absolute,JOYSTICK_LEFT,LEFT,10:15:09.312968
Absolute,JOYSTICK_LEFT,UP_LEFT,10:15:10.064984
Key,BTN_TL,1,10:15:10.108974
Key,BTN_TR,1,10:15:10.112981
Key,BTN_SOUTH,1,10:15:10.112981
Key,BTN_SOUTH,0,10:15:10.204994
Key,BTN_TL,0,10:15:10.224994
Key,BTN_TR,0,10:15:10.236980
Key,BTN_SOUTH,1,10:15:10.396857
Key,BTN_TR,1,10:15:10.408841
Key,BTN_TL,1,10:15:10.412858
Key,BTN_SOUTH,0,10:15:10.500982
Key,BTN_TR,0,10:15:10.516981
Key,BTN_TL,0,10:15:10.528985
Key,BTN_SOUTH,1,10:15:10.648964
Key,BTN_TR,1,10:15:10.652424
Key,BTN_TL,1,10:15:10.667003
Key,BTN_SOUTH,0,10:15:10.744929
Key,BTN_TR,0,10:15:10.748880
