Type,SpecifiedButton,Pressed,TimePressed
Absolute,JOYSTICK_RIGHT,UP_LEFT,10:21:53.065574
Absolute,JOYSTICK_LEFT,UP_RIGHT,10:21:53.145577
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:21:53.145577
Absolute,JOYSTICK_LEFT,UP,10:21:53.273556
Absolute,TRIGGER_LEFT,NEUTRAL,10:21:53.561563
Absolute,TRIGGER_LEFT,PUSHED,10:21:54.085576
Absolute,JOYSTICK_RIGHT,LEFT,10:21:54.293579
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:21:54.397452
Key,BTN_TR,0,10:21:54.833391
Absolute,JOYSTICK_LEFT,UP_LEFT,10:21:54.921568
