Type,SpecifiedButton,Pressed,TimePressed
Absolute,JOYSTICK_LEFT,NEUTRAL,10:46:04.455756
Absolute,JOYSTICK_LEFT,UP_RIGHT,10:46:04.635763
Absolute,JOYSTICK_LEFT,RIGHT,10:46:04.919734
Absolute,JOYSTICK_LEFT,DOWN_RIGHT,10:46:05.071549
Absolute,JOYSTICK_LEFT,DOWN,10:46:05.167611
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:46:05.363856
Absolute,JOYSTICK_LEFT,LEFT,10:46:05.447672
Absolute,JOYSTICK_LEFT,NEUTRAL,10:46:06.051550
Absolute,TRIGGER_LEFT,NEUTRAL,10:46:08.159565
Absolute,TRIGGER_RIGHT,NEUTRAL,10:46:08.171754
Absolute,TRIGGER_LEFT,PUSHED,10:46:08.955786
Absolute,TRIGGER_RIGHT,PUSHED,10:46:08.975705
Absolute,JOYSTICK_LEFT,RIGHT,10:46:10.239782
Absolute,JOYSTICK_LEFT,NEUTRAL,10:46:10.355784
Absolute,JOYSTICK_LEFT,DOWN_LEFT,10:46:10.643612
Absolute,JOYSTICK_LEFT,LEFT,10:46:10.791777
Absolute,JOYSTICK_LEFT,UP_LEFT,10:46:11.807771
Absolute,JOYSTICK_LEFT,UP,10:46:11.859739
Absolute,JOYSTICK_LEFT,UP_RIGHT,10:46:12.095832
Absolute,JOYSTICK_LEFT,RIGHT,10:46:12.259725
Absolute,JOYSTICK_LEFT,NEUTRAL,10:46:12.451543
Absolute,TRIGGER_RIGHT,NEUTRAL,10:46:12.519524
Absolute,TRIGGER_LEFT,NEUTRAL,10:46:12.595821
Absolute,JOYSTICK_LEFT,UP_RIGHT,10:46:17.987772
Absolute,JOYSTICK_LEFT,UP,10:46:18.319784
Absolute,JOYSTICK_LEFT,UP_LEFT,10:46:19.251747
Absolute,JOYSTICK_LEFT,UP,10:46:20.063763
Absolute,TRIGGER_RIGHT,PUSHED,10:46:20.475782
Key,BTN_EAST,1,10:46:21.135781
Absolute,TRIGGER_RIGHT,NEUTRAL,10:46:21.531751
Key,BTN_EAST,0,10:46:21.623793
Key,BTN_EAST,1,10:46:21.931799
Key,BTN_EAST,0,10:46:22.063581
Key,BTN_EAST,1,10:46:22.207568
Key,BTN_EAST,0,10:46:22.315790
Key,BTN_EAST,1,10:46:22.571794
Key,BTN_EAST,0,10:46:23.967716
Absolute,JOYSTICK_LEFT,NEUTRAL,10:46:24.195548
Key,BTN_SOUTH,1,10:46:26.159836
Key,BTN_SOUTH,0,10:46:26.295791
Key,BTN_SOUTH,1,10:46:26.456835
Key,BTN_SOUTH,0,10:46:26.591775
Key,BTN_SOUTH,1,10:46:26.875809
Key,BTN_SOUTH,0,10:46:26.999769
Key,BTN_SOUTH,1,10:46:27.092832
Key,BTN_SOUTH,0,10:46:27.195765
Key,BTN_SOUTH,1,10:46:27.351667
Key,BTN_SOUTH,0,10:46:27.447758
Key,BTN_SOUTH,1,10:46:27.604582
Key,BTN_SOUTH,0,10:46:27.735789
Key,BTN_SOUTH,1,10:46:27.828897
Key,BTN_SOUTH,0,10:46:27.971800
Key,BTN_SOUTH,1,10:46:28.061946
Key,BTN_SOUTH,0,10:46:28.195667
Key,BTN_SOUTH,1,10:46:29.103861
Key,BTN_SOUTH,0,10:46:29.243789
Key,BTN_SOUTH,1,10:46:30.112876
Key,BTN_SOUTH,0,10:46:30.239590
Key,BTN_SOUTH,1,10:46:30.591879
Key,BTN_SOUTH,0,10:46:30.707778
Key,BTN_SOUTH,1,10:46:31.191692
Key,BTN_SOUTH,0,10:46:31.299791
Key,BTN_SOUTH,1,10:46:31.824870
Key,BTN_SOUTH,0,10:46:31.971742
Key,BTN_SOUTH,1,10:46:32.639842
Key,BTN_SOUTH,0,10:46:32.767798
Key,BTN_SOUTH,1,10:46:32.879648
Key,BTN_SOUTH,0,10:46:32.975777
Key,BTN_SOUTH,1,10:46:33.087643
Key,BTN_SOUTH,0,10:46:33.179773
Key,BTN_SOUTH,1,10:46:33.292969
Key,BTN_SOUTH,0,10:46:33.371795
Absolute,JOYSTICK_LEFT,RIGHT,10:46:35.703576
Absolute,JOYSTICK_LEFT,NEUTRAL,10:46:35.823589
Absolute,JOYSTICK_RIGHT,RIGHT,10:46:37.335747
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:46:37.435592
Absolute,JOYSTICK_RIGHT,LEFT,10:46:38.487503
Absolute,JOYSTICK_RIGHT,NEUTRAL,10:46:38.695721
